0.18257, -0.63352, -0.751878
0.182718, -0.63275, -0.75249
0.182867, -0.631978, -0.753102
0.183016, -0.631204, -0.753715
0.183165, -0.630428, -0.754328
0.183314, -0.629651, -0.754941
0.183463, -0.628871, -0.755554
0.183611, -0.62809, -0.756168
0.183761, -0.627306, -0.756782
0.18391, -0.626521, -0.757396
0.184059, -0.625734, -0.75801
0.184208, -0.624945, -0.758625
0.184357, -0.624153, -0.75924
0.184507, -0.623361, -0.759855
0.184656, -0.622566, -0.76047
0.184805, -0.621769, -0.761085
0.184955, -0.62097, -0.761701
0.185104, -0.620169, -0.762316
0.185254, -0.619367, -0.762932
0.185404, -0.618562, -0.763549
0.185553, -0.617755, -0.764165
0.185703, -0.616947, -0.764782
0.185853, -0.616136, -0.765398
0.186003, -0.615324, -0.766015
0.186152, -0.61451, -0.766632
0.186302, -0.613693, -0.76725
0.186452, -0.612875, -0.767867
0.186602, -0.612055, -0.768485
0.186752, -0.611232, -0.769102
0.186902, -0.610408, -0.76972
0.187052, -0.609582, -0.770339
0.187202, -0.608754, -0.770957
0.187353, -0.607923, -0.771575
0.187503, -0.607091, -0.772194
0.187653, -0.606257, -0.772812
0.187803, -0.60542, -0.773431
0.187954, -0.604582, -0.77405
0.188104, -0.603742, -0.774669
0.188254, -0.6029, -0.775289
0.188405, -0.602055, -0.775908
0.188555, -0.601209, -0.776527
0.188706, -0.600361, -0.777147
0.188856, -0.59951, -0.777767
0.189007, -0.598658, -0.778386
0.189157, -0.597803, -0.779006
0.189308, -0.596947, -0.779626
0.189458, -0.596088, -0.780246
0.189609, -0.595227, -0.780867
0.189759, -0.594365, -0.781487
0.18991, -0.5935, -0.782107
0.190061, -0.592633, -0.782728
0.190211, -0.591764, -0.783348
0.190362, -0.590894, -0.783969
0.190513, -0.590021, -0.784589
0.190663, -0.589145, -0.78521
0.190814, -0.588268, -0.785831
0.190965, -0.587389, -0.786452
0.191116, -0.586508, -0.787073
0.191266, -0.585624, -0.787694
0.191417, -0.584739, -0.788315
0.191568, -0.583851, -0.788936
0.191719, -0.582962, -0.789557
0.19187, -0.58207, -0.790178
0.19202, -0.581176, -0.790799
0.192171, -0.58028, -0.79142
0.192322, -0.579382, -0.792041
0.192473, -0.578482, -0.792662
0.192624, -0.577579, -0.793283
0.192775, -0.576675, -0.793904
0.192925, -0.575768, -0.794526
0.193076, -0.574859, -0.795147
0.193227, -0.573949, -0.795768
0.193378, -0.573036, -0.796389
0.193529, -0.57212, -0.79701
0.193679, -0.571203, -0.797631
0.19383, -0.570284, -0.798252
0.193981, -0.569362, -0.798873
0.194132, -0.568438, -0.799494
0.194283, -0.567513, -0.800115
0.194433, -0.566585, -0.800736
0.194584, -0.565654, -0.801356
0.194735, -0.564722, -0.801977
0.194885, -0.563788, -0.802598
0.195036, -0.562851, -0.803218
0.195187, -0.561912, -0.803839
0.195338, -0.560971, -0.804459
0.195488, -0.560028, -0.80508
0.195639, -0.559082, -0.8057
0.195789, -0.558135, -0.80632
0.19594, -0.557185, -0.80694
0.19609, -0.556233, -0.80756
0.196241, -0.555279, -0.80818
0.196391, -0.554322, -0.8088
0.196542, -0.553364, -0.809419
0.196692, -0.552403, -0.810039
0.196843, -0.55144, -0.810658
0.196993, -0.550475, -0.811277
0.197143, -0.549508, -0.811897
0.197294, -0.548538, -0.812515
0.197444, -0.547566, -0.813134
0.197594, -0.546592, -0.813753
0.197744, -0.545616, -0.814371
0.197894, -0.544637, -0.81499
0.198045, -0.543656, -0.815608
0.198195, -0.542674, -0.816226
